MGI Marker Accession ID,Mouse Gene Symbol,Mouse NCBI Gene ID,HGNC ID,Human Gene Symbol,Human NCBI Gene ID
MGI:1339949,Adamts4,240913,HGNC:220,ADAMTS4,9507
MGI:1346321,Adamts5,23794,HGNC:221,ADAMTS5,11096
MGI:1347348,Adamts6,108154,HGNC:222,ADAMTS6,11174
MGI:1347346,Adamts7,108153,HGNC:223,ADAMTS7,11173
MGI:1353468,Adamts8,30806,HGNC:224,ADAMTS8,11095
MGI:1916320,Adamts9,101401,HGNC:13202,ADAMTS9,56999
MGI:1924989,Adamtsl1,77739,HGNC:14632,ADAMTSL1,92949
MGI:1925044,Adamtsl2,77794,HGNC:14631,ADAMTSL2,9719
MGI:3028499,Adamtsl3,269959,HGNC:14633,ADAMTSL3,57188
MGI:2389008,Adamtsl4,229595,HGNC:19706,ADAMTSL4,54507
MGI:1913798,Adamtsl5,66548,HGNC:27912,ADAMTSL5,339366
MGI:2442201,Adap1,231821,HGNC:16486,ADAP1,11033
MGI:2663075,Adap2,216991,HGNC:16487,ADAP2,55803
MGI:1889575,Adar,56417,HGNC:225,ADAR,103
MGI:891999,Adarb1,110532,HGNC:226,ADARB1,104
MGI:2151118,Adarb2,94191,HGNC:227,ADARB2,105
MGI:1353631,Adat1,30947,HGNC:228,ADAT1,23536
MGI:1914007,Adat2,66757,HGNC:21172,ADAT2,134637
MGI:1924344,Adat3,100113398,HGNC:25151,ADAT3,113179
MGI:1919363,Adck1,72113,HGNC:19038,ADCK1,57143
MGI:1889336,Adck2,57869,HGNC:19039,ADCK2,90956
MGI:2679274,Adck5,268822,HGNC:21738,ADCK5,203054
MGI:99677,Adcy1,432530,HGNC:232,ADCY1,107
MGI:2660854,Adcy10,271639,HGNC:21285,ADCY10,55811
MGI:99676,Adcy2,210044,HGNC:233,ADCY2,108
MGI:99675,Adcy3,104111,HGNC:234,ADCY3,109
MGI:99674,Adcy4,104110,HGNC:235,ADCY4,196883
MGI:99673,Adcy5,224129,HGNC:236,ADCY5,111
MGI:87917,Adcy6,11512,HGNC:237,ADCY6,112
MGI:102891,Adcy7,11513,HGNC:238,ADCY7,113
MGI:1341110,Adcy8,11514,HGNC:239,ADCY8,114
MGI:108450,Adcy9,11515,HGNC:240,ADCY9,115
MGI:105094,Adcyap1,11516,HGNC:241,ADCYAP1,116
MGI:108449,Adcyap1r1,11517,HGNC:242,ADCYAP1R1,117
MGI:87918,Add1,11518,HGNC:243,ADD1,118
MGI:87919,Add2,11519,HGNC:244,ADD2,119
MGI:1351615,Add3,27360,HGNC:245,ADD3,120
MGI:3605549,Adgb,215772,HGNC:21212,ADGB,79747
MGI:1277167,Adgra1,52389,HGNC:13838,ADGRA1,84435
MGI:1925810,Adgra2,78560,HGNC:17849,ADGRA2,25960
MGI:1917943,Adgra3,70693,HGNC:13839,ADGRA3,166647
MGI:1933736,Adgrb1,107831,HGNC:943,ADGRB1,575
MGI:2451244,Adgrb2,230775,HGNC:944,ADGRB2,576
MGI:2441837,Adgrb3,210933,HGNC:945,ADGRB3,577
MGI:3041203,Adgrd1,243277,HGNC:19893,ADGRD1,283383
MGI:106912,Adgre1,13733,HGNC:3336,ADGRE1,2015
MGI:1196464,Adgre4,52614,HGNC:19240,ADGRE4P,326342
MGI:1924846,Adgrf1,77596,HGNC:18990,ADGRF1,266977
MGI:2182728,Adgrf2,435529,HGNC:18991,ADGRF2P,222611
MGI:2685887,Adgrf3,381628,HGNC:18989,ADGRF3,165082
MGI:1925499,Adgrf4,78249,HGNC:19011,ADGRF4,221393
MGI:2182928,Adgrf5,224792,HGNC:19030,ADGRF5,221395
MGI:1340051,Adgrg1,14766,HGNC:4512,ADGRG1,9289
MGI:2446854,Adgrg2,237175,HGNC:4516,ADGRG2,10149
MGI:1859670,Adgrg3,54672,HGNC:13728,ADGRG3,222487
MGI:2685213,Adgrg4,236798,HGNC:18992,ADGRG4,139378
MGI:2685955,Adgrg5,382045,HGNC:19010,ADGRG5,221188
MGI:1916151,Adgrg6,215798,HGNC:13841,ADGRG6,57211
MGI:2441732,Adgrg7,239853,HGNC:19241,ADGRG7,84873
MGI:1929461,Adgrl1,330814,HGNC:20973,ADGRL1,22859
MGI:2139714,Adgrl2,99633,HGNC:18582,ADGRL2,23266
MGI:2441950,Adgrl3,319387,HGNC:20974,ADGRL3,23284
MGI:2655562,Adgrl4,170757,HGNC:20822,ADGRL4,64123
MGI:1274784,Adgrv1,110789,HGNC:17416,ADGRV1,84059
MGI:1349472,Adh4,26876,HGNC:252,ADH4,127
MGI:87929,Adh5,11532,HGNC:253,ADH5,128
MGI:87926,Adh7,11529,HGNC:256,ADH7,131
MGI:1923437,Adhfe1,76187,HGNC:16354,ADHFE1,137872
MGI:2144929,Adi1,104923,HGNC:30576,ADI1,55256
MGI:2675492,Adig,246747,HGNC:28606,ADIG,149685
MGI:106675,Adipoq,11450,HGNC:13633,ADIPOQ,9370
MGI:1919924,Adipor1,72674,HGNC:24040,ADIPOR1,51094
MGI:93830,Adipor2,68465,HGNC:24041,ADIPOR2,79602
MGI:1914576,Adissp,67326,HGNC:15873,ADISSP,54976
MGI:87930,Adk,11534,HGNC:257,ADK,132
MGI:108058,Adm,11535,HGNC:259,ADM,133
MGI:2675256,Adm2,223780,HGNC:28898,ADM2,79924
MGI:1338758,Adnp,11538,HGNC:15766,ADNP,23394
MGI:2448562,Adnp2,240442,HGNC:23803,ADNP2,22850
MGI:2685083,Ado,211488,HGNC:23506,ADO,84890
MGI:99401,Adora1,11539,HGNC:262,ADORA1,134
MGI:99402,Adora2a,11540,HGNC:263,ADORA2A,135
MGI:99403,Adora2b,11541,HGNC:264,ADORA2B,136
MGI:104847,Adora3,11542,HGNC:268,ADORA3,140
MGI:1919391,Adpgk,72141,HGNC:25250,ADPGK,83440
MGI:1098234,Adprh,11544,HGNC:269,ADPRH,141
MGI:2442168,Adprhl1,234072,HGNC:21303,ADPRHL1,113622
MGI:1913608,Adprm,66358,HGNC:30925,ADPRM,56985
MGI:2140364,Adprs,100206,HGNC:21304,ADPRS,54936
MGI:104773,Adra1a,11549,HGNC:277,ADRA1A,148
MGI:104774,Adra1b,11548,HGNC:278,ADRA1B,147
MGI:106673,Adra1d,11550,HGNC:280,ADRA1D,146
MGI:87934,Adra2a,11551,HGNC:281,ADRA2A,150
MGI:87935,Adra2b,11552,HGNC:282,ADRA2B,151
MGI:87936,Adra2c,11553,HGNC:283,ADRA2C,152
MGI:87937,Adrb1,11554,HGNC:285,ADRB1,153
MGI:87938,Adrb2,11555,HGNC:286,ADRB2,154
MGI:87939,Adrb3,11556,HGNC:288,ADRB3,155
MGI:103202,Adsl,11564,HGNC:291,ADSL,158
MGI:87947,Adss1,11565,HGNC:20093,ADSS1,122622
MGI:87948,Adss2,11566,HGNC:292,ADSS2,159
MGI:1924596,Adtrp,109254,HGNC:21214,ADTRP,84830
MGI:1197012,Aebp1,11568,HGNC:303,AEBP1,165
MGI:1338038,Aebp2,11569,HGNC:24051,AEBP2,121536
MGI:1915298,Aen,68048,HGNC:25722,AEN,64782
MGI:1917542,Afap1,70292,HGNC:24017,AFAP1,60312
MGI:2147199,Afap1l1,106877,HGNC:26714,AFAP1L1,134265
MGI:2147658,Afap1l2,226250,HGNC:25901,AFAP1L2,84632
MGI:1314653,Afdn,17356,HGNC:7137,AFDN,4301
MGI:1100819,Aff1,17355,HGNC:7135,AFF1,4299
MGI:1202294,Aff2,14266,HGNC:3776,AFF2,2334
MGI:106927,Aff3,16764,HGNC:6473,AFF3,3899
MGI:2136171,Aff4,93736,HGNC:17869,AFF4,27125
MGI:2148801,Afg1l,215951,HGNC:16411,AFG1L,246269
MGI:1927170,Afg2a,57815,HGNC:18119,AFG2A,166378
MGI:3036261,Afg2b,214616,HGNC:28762,AFG2B,79029
MGI:1928277,Afg3l1,114896,HGNC:314,AFG3L1P,172
MGI:1916847,Afg3l2,69597,HGNC:315,AFG3L2,10939
MGI:2429409,Afm,280662,HGNC:316,AFM,173
MGI:2448704,Afmid,71562,HGNC:20910,AFMID,125061
MGI:87951,Afp,11576,HGNC:317,AFP,174
MGI:1923012,Aftph,216549,HGNC:25951,AFTPH,54812
MGI:104873,Aga,11593,HGNC:318,AGA,175
MGI:2653690,Agap1,347722,HGNC:16922,AGAP1,116987
MGI:3580016,Agap2,216439,HGNC:16921,AGAP2,116986
MGI:2183446,Agap3,213990,HGNC:16923,AGAP3,116988
MGI:3646469,Agbl1,244071,HGNC:26504,AGBL1,123624
MGI:2443254,Agbl2,271813,HGNC:26296,AGBL2,79841
MGI:1923473,Agbl3,76223,HGNC:27981,AGBL3,340351
MGI:1918244,Agbl4,78933,HGNC:25892,AGBL4,84871
MGI:2441745,Agbl5,231093,HGNC:26147,AGBL5,60509
MGI:893592,Ager,11596,HGNC:320,AGER,177
MGI:1333754,Agfg1,15463,HGNC:5175,AGFG1,3267
MGI:2443267,Agfg2,231801,HGNC:5177,AGFG2,3268
MGI:1913799,Aggf1,66549,HGNC:24684,AGGF1,55109
MGI:1917173,Agk,69923,HGNC:21869,AGK,55750
MGI:1924809,Agl,77559,HGNC:321,AGL,178
MGI:1923236,Agmat,75986,HGNC:18407,AGMAT,79814
MGI:2442495,Agmo,319660,HGNC:33784,AGMO,392636
MGI:2446630,Ago1,236511,HGNC:3262,AGO1,26523
MGI:2446632,Ago2,239528,HGNC:3263,AGO2,27161
MGI:2446634,Ago3,214150,HGNC:18421,AGO3,192669
MGI:1924100,Ago4,76850,HGNC:18424,AGO4,192670
MGI:1932075,Agpat1,55979,HGNC:324,AGPAT1,10554
MGI:1914762,Agpat2,67512,HGNC:325,AGPAT2,10555
MGI:1336186,Agpat3,28169,HGNC:326,AGPAT3,56894
MGI:1915512,Agpat4,68262,HGNC:20885,AGPAT4,56895
MGI:1196345,Agpat5,52123,HGNC:20886,AGPAT5,55326
MGI:2443065,Agps,228061,HGNC:327,AGPS,8540
MGI:1344405,Agr2,23795,HGNC:328,AGR2,10551
MGI:2685734,Agr3,403205,HGNC:24167,AGR3,155465
MGI:87961,Agrn,11603,HGNC:329,AGRN,375790
MGI:892013,Agrp,11604,HGNC:330,AGRP,181
MGI:87963,Agt,11606,HGNC:333,AGT,183
MGI:2159437,Agtpbp1,67269,HGNC:17258,AGTPBP1,23287
MGI:87966,Agtr2,11609,HGNC:338,AGTR2,186
MGI:1339977,Agtrap,11610,HGNC:13539,AGTRAP,57085
MGI:1329033,Agxt,11611,HGNC:341,AGXT,189
MGI:2146052,Agxt2,268782,HGNC:14412,AGXT2,64902
MGI:1915033,Ahctf1,226747,HGNC:24618,AHCTF1,25909
MGI:2385184,Ahcyl1,229709,HGNC:344,AHCYL1,10768
MGI:1921590,Ahcyl2,74340,HGNC:22204,AHCYL2,23382
MGI:2444218,Ahdc1,230793,HGNC:25230,AHDC1,27245
MGI:87971,Ahi1,52906,HGNC:21575,AHI1,54806
MGI:1316648,Ahnak,66395,HGNC:347,AHNAK,79026
MGI:2144831,Ahnak2,100041194,HGNC:20125,AHNAK2,113146
MGI:105043,Ahr,11622,HGNC:348,AHR,196
MGI:1333776,Ahrr,11624,HGNC:346,AHRR,57491
MGI:2387603,Ahsa1,217737,HGNC:1189,AHSA1,10598
MGI:1916133,Ahsa2,268390,HGNC:20437,AHSA2P,130872
MGI:107189,Ahsg,11625,HGNC:349,AHSG,197
MGI:2158492,Ahsp,170812,HGNC:18075,AHSP,51327
MGI:2142538,AI429214,621080,HGNC:26345,C8orf48,157773
MGI:2141979,AI467606,101602,HGNC:26649,C16orf54,283897
MGI:2143099,AI593442,330941,HGNC:33788,C11orf87,399947
MGI:2138299,AI597479,98404,HGNC:28772,C2orf49,79074
MGI:2146908,AI661453,224833,HGNC:21288,C6orf132,647024
MGI:2147598,AI837181,107242,HGNC:28801,C11orf68,83638
MGI:1342279,Aicda,11628,HGNC:13203,AICDA,57379
MGI:1919737,Aida,108909,HGNC:25761,AIDA,64853
MGI:1343098,Aif1,11629,HGNC:352,AIF1,199
MGI:1919598,Aif1l,108897,HGNC:28904,AIF1L,83543
MGI:1349419,Aifm1,26926,HGNC:8768,AIFM1,9131
MGI:1918611,Aifm2,71361,HGNC:21411,AIFM2,84883
MGI:1919418,Aifm3,72168,HGNC:26398,AIFM3,150209
MGI:1913503,Aig1,66253,HGNC:21607,AIG1,51390
MGI:2686159,Aim2,383619,HGNC:357,AIM2,9447
MGI:102774,Aimp1,13722,HGNC:10648,AIMP1,9255
MGI:2385237,Aimp2,231872,HGNC:20609,AIMP2,7965
MGI:109622,Aip,11632,HGNC:358,AIP,9049
MGI:2148800,Aipl1,114230,HGNC:359,AIPL1,23746
MGI:1338803,Aire,11634,HGNC:360,AIRE,326
MGI:3041172,Airim,194268,HGNC:26039,AIRIM,54955
MGI:2685419,Ajap1,230959,HGNC:30801,AJAP1,55966
MGI:2685842,Ajm1,381353,HGNC:37284,AJM1,389813
MGI:1341886,Ajuba,16475,HGNC:20250,AJUBA,84962
MGI:87977,Ak1,11636,HGNC:361,AK1,203
MGI:87978,Ak2,11637,HGNC:362,AK2,204
MGI:1860835,Ak3,56248,HGNC:17376,AK3,50808
MGI:2677491,Ak5,229949,HGNC:365,AK5,26289
MGI:5510732,Ak6,102216272,HGNC:49151,AK6,102157402
MGI:1926051,Ak7,78801,HGNC:20091,AK7,122481
MGI:1916120,Ak8,68870,HGNC:26526,AK8,158067
MGI:2685080,Ak9,633979,HGNC:33814,AK9,221264
MGI:2444600,Akain1,320722,HGNC:28285,AKAIN1,642597
MGI:104729,Akap1,11640,HGNC:367,AKAP1,8165
MGI:1890218,Akap10,56697,HGNC:368,AKAP10,11216
MGI:2684060,Akap11,219181,HGNC:369,AKAP11,11215
MGI:1932576,Akap12,83397,HGNC:370,AKAP12,9590
MGI:2676556,Akap13,75547,HGNC:371,AKAP13,11214
MGI:3618288,Akap14,434756,HGNC:24061,AKAP14,158798
MGI:1341149,Akap3,11642,HGNC:373,AKAP3,10566
MGI:102794,Akap4,11643,HGNC:374,AKAP4,8852
MGI:2685104,Akap5,238276,HGNC:375,AKAP5,9495
MGI:3050566,Akap6,238161,HGNC:376,AKAP6,9472
MGI:1859150,Akap7,432442,HGNC:377,AKAP7,9465
MGI:1928488,Akap8,56399,HGNC:378,AKAP8,10270
MGI:1860606,Akap8l,54194,HGNC:29857,AKAP8L,26993
MGI:2178217,Akap9,100986,HGNC:379,AKAP9,10142
MGI:3041226,Akip1,57373,HGNC:1170,AKIP1,56672
MGI:1915300,Akirin1,68050,HGNC:25744,AKIRIN1,79647
MGI:1889364,Akirin2,433693,HGNC:21407,AKIRIN2,55122
MGI:2140340,Akna,100182,HGNC:24108,AKNA,80709
MGI:3584453,Aknad1,329738,HGNC:28398,AKNAD1,254268
MGI:1929955,Akr1a1,58810,HGNC:380,AKR1A1,10327
MGI:1353494,Akr1b1,11677,HGNC:381,AKR1B1,231
MGI:2384785,Akr1d1,208665,HGNC:388,AKR1D1,6718
MGI:1914758,Akr1e1,56043,HGNC:23437,AKR1E2,83592
MGI:87986,Akt1,11651,HGNC:391,AKT1,207
MGI:1914855,Akt1s1,67605,HGNC:28426,AKT1S1,84335
MGI:104874,Akt2,11652,HGNC:392,AKT2,208
MGI:1345147,Akt3,23797,HGNC:393,AKT3,10000
MGI:3693832,Aktip,14339,HGNC:16710,AKTIP,64400
MGI:96853,Alad,17025,HGNC:395,ALAD,210
MGI:87989,Alas1,11655,HGNC:396,ALAS1,211
MGI:87990,Alas2,11656,HGNC:397,ALAS2,212
MGI:87991,Alb,11657,HGNC:399,ALB,213
MGI:1313266,Alcam,11658,HGNC:400,ALCAM,214
MGI:1916998,Aldh16a1,69748,HGNC:28114,ALDH16A1,126133
MGI:1888908,Aldh18a1,56454,HGNC:9722,ALDH18A1,5832
MGI:107928,Aldh1a2,19378,HGNC:15472,ALDH1A2,8854
MGI:1861722,Aldh1a3,56847,HGNC:409,ALDH1A3,220
MGI:1919785,Aldh1b1,72535,HGNC:407,ALDH1B1,219
MGI:1340024,Aldh1l1,107747,HGNC:3978,ALDH1L1,10840
MGI:2444680,Aldh1l2,216188,HGNC:26777,ALDH1L2,160428
MGI:99600,Aldh2,11669,HGNC:404,ALDH2,217
MGI:1353451,Aldh3a1,11670,HGNC:405,ALDH3A1,218
MGI:1353452,Aldh3a2,11671,HGNC:403,ALDH3A2,224
MGI:1914939,Aldh3b1,67689,HGNC:410,ALDH3B1,221
MGI:2443883,Aldh4a1,212647,HGNC:406,ALDH4A1,8659
MGI:2441982,Aldh5a1,214579,HGNC:408,ALDH5A1,7915
MGI:1915077,Aldh6a1,104776,HGNC:7179,ALDH6A1,4329
MGI:108186,Aldh7a1,110695,HGNC:877,ALDH7A1,501
MGI:2653900,Aldh8a1,237320,HGNC:15471,ALDH8A1,64577
MGI:1861622,Aldh9a1,56752,HGNC:412,ALDH9A1,223
MGI:87994,Aldoa,11674,HGNC:414,ALDOA,226
MGI:87995,Aldob,230163,HGNC:417,ALDOB,229
MGI:101863,Aldoc,11676,HGNC:418,ALDOC,230
MGI:2142632,Alg11,207958,HGNC:32456,ALG11,440138
MGI:2385025,Alg12,223774,HGNC:19358,ALG12,79087
MGI:1914824,Alg13,67574,HGNC:30881,ALG13,79868
MGI:1914039,Alg14,66789,HGNC:28287,ALG14,199857
MGI:1914731,Alg2,56737,HGNC:23159,ALG2,85365
MGI:1098592,Alg3,208624,HGNC:23056,ALG3,10195
MGI:1913498,Alg5,66248,HGNC:20266,ALG5,29880
MGI:2444031,Alg6,320438,HGNC:23157,ALG6,29929
MGI:2141959,Alg8,381903,HGNC:23161,ALG8,79053
MGI:1924753,Alg9,102580,HGNC:15672,ALG9,79796
MGI:103305,Alk,11682,HGNC:427,ALK,238
MGI:3645495,Alkal1,620393,HGNC:33775,ALKAL1,389658
MGI:3697448,Alkal2,100294583,HGNC:27683,ALKAL2,285016
MGI:2384034,Alkbh1,211064,HGNC:17911,ALKBH1,8846
MGI:2141032,Alkbh2,231642,HGNC:32487,ALKBH2,121642
MGI:1916363,Alkbh3,69113,HGNC:30141,ALKBH3,221120
MGI:1919291,Alkbh4,72041,HGNC:21900,ALKBH4,54784
MGI:2144489,Alkbh5,268420,HGNC:25996,ALKBH5,54890
MGI:2142037,Alkbh6,233065,HGNC:28243,ALKBH6,84964
MGI:1913650,Alkbh7,66400,HGNC:21306,ALKBH7,84266
MGI:1914917,Alkbh8,67667,HGNC:25189,ALKBH8,91801
MGI:2136971,Allc,94041,HGNC:17377,ALLC,55821
MGI:1934606,Alms1,236266,HGNC:428,ALMS1,7840
MGI:87998,Alox12,11684,HGNC:429,ALOX12,239
MGI:1274782,Alox12b,11686,HGNC:430,ALOX12B,242
MGI:87997,Alox15,11687,HGNC:433,ALOX15,246
MGI:87999,Alox5,11689,HGNC:435,ALOX5,240
MGI:107505,Alox5ap,11690,HGNC:436,ALOX5AP,241
MGI:1098228,Alox8,11688,HGNC:434,ALOX15B,247
MGI:1345140,Aloxe3,23801,HGNC:13743,ALOXE3,59344
MGI:1918731,Alpk1,71481,HGNC:20917,ALPK1,80216
MGI:2449492,Alpk2,225638,HGNC:20565,ALPK2,115701
MGI:2151224,Alpk3,116904,HGNC:17574,ALPK3,57538
MGI:87983,Alpl,11647,HGNC:438,ALPL,249
MGI:1921268,Als2,74018,HGNC:443,ALS2,57679
MGI:2447532,Als2cl,235633,HGNC:20605,ALS2CL,259173
MGI:104621,Alx1,216285,HGNC:1494,ALX1,8092
MGI:1277097,Alx3,11694,HGNC:449,ALX3,257
MGI:108359,Alx4,11695,HGNC:450,ALX4,60529
MGI:1098273,Amacr,17117,HGNC:451,AMACR,23600
MGI:104655,Ambn,11698,HGNC:452,AMBN,258
MGI:88002,Ambp,11699,HGNC:453,AMBP,259
MGI:2443564,Ambra1,228361,HGNC:25990,AMBRA1,55626
MGI:1919011,Amdhd1,71761,HGNC:28577,AMDHD1,144193
MGI:2443978,Amdhd2,245847,HGNC:24262,AMDHD2,51005
MGI:1919595,Amer1,72345,HGNC:26837,AMER1,139285
MGI:1919375,Amer2,72125,HGNC:26360,AMER2,219287
MGI:3026939,Amer3,211383,HGNC:26771,AMER3,205147
MGI:1345634,Amfr,23802,HGNC:463,AMFR,267
MGI:88006,Amh,11705,HGNC:464,AMH,268
MGI:105062,Amhr2,110542,HGNC:465,AMHR2,269
MGI:2653612,Amigo1,229715,HGNC:20824,AMIGO1,57463
MGI:2145995,Amigo2,105827,HGNC:24073,AMIGO2,347902
MGI:2444854,Amigo3,320844,HGNC:24075,AMIGO3,386724
MGI:1860206,Ammecr1,56068,HGNC:467,AMMECR1,9949
MGI:2442711,Ammecr1l,225339,HGNC:28658,AMMECR1L,83607
MGI:1934943,Amn,93835,HGNC:14604,AMN,81693
MGI:2442933,Amn1,232566,HGNC:27281,AMN1,196394
MGI:108440,Amot,27494,HGNC:17810,AMOT,154796
MGI:1922973,Amotl1,75723,HGNC:17811,AMOTL1,154810
MGI:1929286,Amotl2,56332,HGNC:17812,AMOTL2,51421
MGI:88015,Ampd1,229665,HGNC:468,AMPD1,270
MGI:88016,Ampd2,109674,HGNC:469,AMPD2,271
MGI:1096344,Ampd3,11717,HGNC:470,AMPD3,272
MGI:103574,Amph,218038,HGNC:471,AMPH,273
MGI:3646700,Amt,434437,HGNC:473,AMT,275
MGI:1918671,Amtn,71421,HGNC:33188,AMTN,401138
MGI:2442258,Amz1,231842,HGNC:22231,AMZ1,155185
MGI:104837,Amz2,13929,HGNC:28041,AMZ2,51321
MGI:103097,Anapc1,17222,HGNC:19988,ANAPC1,64682
MGI:1916249,Anapc10,68999,HGNC:24077,ANAPC10,10393
MGI:1913406,Anapc11,66156,HGNC:14452,ANAPC11,51529
MGI:1916260,Anapc13,69010,HGNC:24540,ANAPC13,25847
MGI:1922680,Anapc15,75430,HGNC:24531,ANAPC15,25906
MGI:1289325,Anapc16,52717,HGNC:26976,ANAPC16,119504
MGI:2139135,Anapc2,99152,HGNC:19989,ANAPC2,29882
MGI:1098673,Anapc4,52206,HGNC:19990,ANAPC4,29945
MGI:1929722,Anapc5,59008,HGNC:15713,ANAPC5,51433
MGI:1929711,Anapc7,56317,HGNC:17380,ANAPC7,51434
MGI:1915987,Angel1,68737,HGNC:19961,ANGEL1,23357
MGI:1196310,Angel2,52477,HGNC:30534,ANGEL2,90806
MGI:108448,Angpt1,11600,HGNC:484,ANGPT1,284
MGI:1202890,Angpt2,11601,HGNC:485,ANGPT2,285
MGI:1336887,Angpt4,11602,HGNC:487,ANGPT4,51378
MGI:1919963,Angptl1,72713,HGNC:489,ANGPTL1,9068
MGI:1347002,Angptl2,26360,HGNC:490,ANGPTL2,23452
MGI:1353627,Angptl3,30924,HGNC:491,ANGPTL3,27329
MGI:1888999,Angptl4,57875,HGNC:16039,ANGPTL4,51129
MGI:1917976,Angptl6,70726,HGNC:23140,ANGPTL6,83854
MGI:3605801,Angptl7,654812,HGNC:24078,ANGPTL7,10218
MGI:3643534,Angptl8,624219,HGNC:24933,ANGPTL8,55908
MGI:3045421,Ank,11732,HGNC:15492,ANKH,56172
MGI:88024,Ank1,11733,HGNC:492,ANK1,286
MGI:88025,Ank2,109676,HGNC:493,ANK2,287
MGI:88026,Ank3,11735,HGNC:494,ANK3,288
MGI:2442559,Ankar,319695,HGNC:26350,ANKAR,150709
MGI:2686319,Ankdd1a,330963,HGNC:28002,ANKDD1A,348094
MGI:2444730,Ankdd1b,271144,HGNC:32525,ANKDD1B,728780
MGI:2441685,Ankef1,319196,HGNC:15803,ANKEF1,63926
MGI:2686021,Ankfn1,382543,HGNC:26766,ANKFN1,162282
MGI:1337008,Ankfy1,11736,HGNC:20763,ANKFY1,51479
MGI:1918047,Ankib1,70797,HGNC:22215,ANKIB1,54467
MGI:3045301,Ankk1,244859,HGNC:21027,ANKK1,255239
MGI:1918775,Ankle1,234396,HGNC:26812,ANKLE1,126549
MGI:1261856,Ankle2,71782,HGNC:29101,ANKLE2,23141
MGI:3045261,Ankmy1,241158,HGNC:20987,ANKMY1,51281
MGI:2144755,Ankmy2,217473,HGNC:25370,ANKMY2,57037
MGI:1915808,Ankra2,68558,HGNC:13208,ANKRA2,57763
MGI:1097717,Ankrd1,107765,HGNC:15819,ANKRD1,27063
MGI:1921840,Ankrd10,102334,HGNC:20265,ANKRD10,55608
MGI:1924337,Ankrd11,77087,HGNC:21316,ANKRD11,29123
MGI:1914357,Ankrd12,106585,HGNC:29135,ANKRD12,23253
MGI:1915670,Ankrd13a,68420,HGNC:21268,ANKRD13A,88455
MGI:2144501,Ankrd13b,268445,HGNC:26363,ANKRD13B,124930
MGI:2139746,Ankrd13c,433667,HGNC:25374,ANKRD13C,81573
MGI:1915673,Ankrd13d,68423,HGNC:27880,ANKRD13D,338692
MGI:2444796,Ankrd16,320816,HGNC:23471,ANKRD16,54522
MGI:1932101,Ankrd17,81702,HGNC:23575,ANKRD17,26057
MGI:1861447,Ankrd2,56642,HGNC:495,ANKRD2,26287
MGI:1277101,Ankrd22,52024,HGNC:28321,ANKRD22,118932
MGI:1925571,Ankrd23,78321,HGNC:24470,ANKRD23,200539
MGI:1890394,Ankrd24,70615,HGNC:29424,ANKRD24,170961
MGI:1917887,Ankrd26,232339,HGNC:29186,ANKRD26,22852
MGI:2444103,Ankrd27,245886,HGNC:25310,ANKRD27,84079
MGI:2145661,Ankrd28,105522,HGNC:29024,ANKRD28,23243
MGI:2687055,Ankrd29,225187,HGNC:27110,ANKRD29,147463
MGI:5006716,Ankrd31,625662,HGNC:26853,ANKRD31,256006
MGI:2443398,Ankrd33,208258,HGNC:13788,ANKRD33,341405
MGI:1917904,Ankrd33b,67434,HGNC:35240,ANKRD33B,651746
MGI:3617846,Ankrd34a,545554,HGNC:27639,ANKRD34A,284615
MGI:2443245,Ankrd34b,218440,HGNC:33736,ANKRD34B,340120
MGI:2685617,Ankrd34c,330998,HGNC:33888,ANKRD34C,390616
MGI:2442590,Ankrd35,213121,HGNC:26323,ANKRD35,148741
MGI:3603344,Ankrd37,654824,HGNC:29593,ANKRD37,353322
MGI:1914816,Ankrd39,109346,HGNC:28640,ANKRD39,51239
MGI:1918702,Ankrd40,71452,HGNC:28233,ANKRD40,91369
MGI:5434049,Ankrd40cl,102639132,HGNC:26080,ANKRD40CL,55018
MGI:1921095,Ankrd42,73845,HGNC:26752,ANKRD42,338699
MGI:3045243,Ankrd44,329154,HGNC:25259,ANKRD44,91526
MGI:1921094,Ankrd45,73844,HGNC:24786,ANKRD45,339416
MGI:1916089,Ankrd46,68839,HGNC:27229,ANKRD46,157567
MGI:1930842,Ankrd49,56503,HGNC:25970,ANKRD49,54851
MGI:2139777,Ankrd50,99696,HGNC:29223,ANKRD50,57182
MGI:2444029,Ankrd52,237615,HGNC:26614,ANKRD52,283373
MGI:1922555,Ankrd53,75305,HGNC:25691,ANKRD53,79998
MGI:2444209,Ankrd54,223690,HGNC:25185,ANKRD54,129138
MGI:1924568,Ankrd55,77318,HGNC:25681,ANKRD55,79722
MGI:2154278,Ankrd6,140577,HGNC:17280,ANKRD6,22881
MGI:1917315,Ankrd60,70065,HGNC:16217,ANKRD60,140731
MGI:1913979,Ankrd61,66729,HGNC:22467,ANKRD61,100310846
MGI:2686183,Ankrd63,383787,HGNC:40027,ANKRD63,100131244
MGI:2685285,Ankrd65,242805,HGNC:42950,ANKRD65,441869
MGI:1925106,Ankrd66,100043332,HGNC:44669,ANKRD66,100287718
MGI:1922446,Ankrd7,75196,HGNC:18588,ANKRD7,56311
MGI:1921501,Ankrd9,74251,HGNC:20096,ANKRD9,122416
MGI:2446180,Anks1,224650,HGNC:20961,ANKS1A,23294
MGI:1924781,Anks1b,77531,HGNC:24600,ANKS1B,56899
